Data,Hora UTC,PRECIPITACAO TOTAL. HORARIO (mm),PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO. HORARIA (mB),PRESSAO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSAO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),TEMPERATURA DO AR - BULBO SECO. HORARIA (Celsius),TEMPERATURA DO PONTO DE ORVALHO (Celsius),TEMPERATURA MAXIMA NA HORA ANT. (AUT) (Celsius),TEMPERATURA MAXIMA NA HORA ANT. (AUT) (Celsius).1,TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (Celsius),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (Celsius),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),UMIDADE RELATIVA DO AR. HORARIA (%),VENTO. DIRECAO HORARIA (gr) ((gr)),VENTO. RAJADA MAXIMA (m/s),VENTO. VELOCIDADE HORARIA (m/s);
2020/12/16,0300 UTC,0.0,881.0,881.7,881.0,20.6,16.4,20.9,20.6,16.6,16.4,77.0,76.0,77.0,114.0,11.1,6.8
2020/12/16,0400 UTC,0.0,880.8,881.1,880.7,20.0,16.1,20.6,20.0,16.4,16.1,78.0,77.0,78.0,118.0,9.6,5.6
2020/12/16,0500 UTC,0.0,880.9,881.0,880.7,19.7,16.0,20.0,19.6,16.1,15.9,79.0,78.0,79.0,109.0,8.9,4.9
2020/12/16,0600 UTC,0.0,880.3,880.9,880.3,19.4,15.8,19.7,19.3,16.0,15.8,80.0,79.0,80.0,106.0,8.7,5.8
2020/12/16,0700 UTC,0.0,880.1,880.4,880.0,19.1,15.8,19.5,19.0,15.8,15.7,81.0,79.0,81.0,117.0,9.8,6.6
2020/12/16,0800 UTC,0.0,880.5,880.5,880.1,19.1,15.8,19.1,19.0,15.8,15.7,82.0,81.0,81.0,116.0,9.5,6.6
2020/12/16,0900 UTC,0.0,881.1,881.1,880.5,19.2,16.0,19.3,19.0,16.0,15.7,81.0,81.0,81.0,127.0,9.8,4.5
2020/12/16,1000 UTC,0.0,881.6,881.6,881.1,22.6,17.5,22.8,19.1,18.0,16.0,82.0,73.0,73.0,133.0,7.9,5.3
2020/12/16,1100 UTC,0.0,882.2,882.2,881.6,24.7,18.6,24.7,21.2,18.9,17.2,79.0,69.0,69.0,106.0,7.9,4.0
2020/12/16,1200 UTC,0.0,882.9,882.9,882.2,25.9,17.9,26.0,24.7,19.0,17.8,69.0,61.0,62.0,105.0,6.5,3.3
2020/12/16,1300 UTC,0.0,882.9,883.0,882.9,26.3,17.8,27.7,25.5,19.4,17.6,67.0,57.0,59.0,115.0,5.6,1.7
2020/12/16,1400 UTC,0.0,882.6,882.9,882.6,27.5,19.1,27.7,26.3,19.8,18.2,64.0,58.0,60.0,45.0,6.2,3.1
2020/12/16,1500 UTC,0.0,881.9,882.6,881.9,29.5,19.5,29.5,27.3,20.0,18.6,63.0,55.0,55.0,24.0,7.9,3.1
2020/12/16,1600 UTC,0.0,881.2,881.9,881.2,29.7,19.2,30.1,28.6,20.0,18.3,58.0,50.0,53.0,102.0,8.0,3.0
2020/12/16,1700 UTC,0.0,880.8,881.2,880.8,26.7,19.0,30.2,26.5,19.3,17.8,63.0,50.0,63.0,55.0,7.0,3.8
2020/12/16,1800 UTC,0.0,880.3,880.8,880.2,28.8,18.8,29.6,26.7,20.1,17.5,64.0,50.0,55.0,49.0,6.6,2.3
2020/12/16,1900 UTC,0.0,880.2,880.3,880.1,26.2,18.2,30.6,26.2,20.0,18.1,62.0,50.0,62.0,96.0,12.2,6.4
2020/12/16,2000 UTC,0.0,880.1,880.3,880.0,25.7,18.5,26.4,25.6,18.6,18.2,65.0,62.0,65.0,107.0,10.2,5.7
2020/12/16,2100 UTC,0.0,880.3,880.3,880.0,24.6,18.1,25.8,24.6,18.6,18.0,67.0,64.0,67.0,101.0,9.4,4.5
2020/12/16,2200 UTC,0.0,880.6,880.6,880.3,23.4,17.8,24.6,23.4,18.1,17.6,71.0,67.0,71.0,99.0,8.1,5.4
2020/12/16,2300 UTC,0.0,881.1,881.1,880.6,22.6,18.0,23.4,22.6,18.0,17.7,75.0,71.0,75.0,103.0,11.0,6.1
2020/12/17,0000 UTC,0.0,881.7,881.7,881.1,21.7,17.7,22.6,21.7,18.0,17.7,79.0,75.0,78.0,94.0,10.7,6.7
2020/12/17,0100 UTC,0.0,882.2,882.3,881.7,21.1,17.4,21.7,21.1,17.7,17.4,79.0,78.0,79.0,105.0,11.3,6.0
2020/12/17,0200 UTC,0.0,882.5,882.5,882.2,20.6,16.3,21.1,20.5,17.4,16.3,79.0,76.0,77.0,100.0,10.8,3.7
2020/12/17,0300 UTC,0.0,882.2,882.5,882.2,20.0,15.5,20.6,20.0,16.2,15.5,77.0,75.0,76.0,104.0,7.1,5.2
2020/12/17,0400 UTC,0.0,881.7,882.2,881.7,19.6,15.0,20.0,19.6,15.5,14.9,75.0,74.0,75.0,104.0,8.7,4.9
2020/12/17,0500 UTC,0.0,881.4,881.7,881.4,19.6,15.5,19.6,19.5,15.5,15.0,77.0,75.0,77.0,96.0,8.3,6.2
2020/12/17,0600 UTC,0.0,881.2,881.4,881.2,19.5,15.2,19.6,19.5,15.6,15.2,78.0,76.0,76.0,117.0,9.2,6.5
2020/12/17,0700 UTC,0.0,881.3,881.3,881.1,19.3,15.2,19.5,19.1,15.3,15.1,78.0,76.0,77.0,119.0,10.0,5.8
2020/12/17,0800 UTC,0.0,881.8,881.8,881.3,19.2,15.5,19.4,19.1,15.5,15.2,79.0,77.0,79.0,101.0,8.7,6.2
2020/12/17,0900 UTC,0.0,882.3,882.3,881.7,19.4,15.8,19.4,19.2,15.8,15.5,80.0,79.0,80.0,112.0,9.8,6.0
2020/12/17,1000 UTC,0.0,882.8,882.8,882.3,20.4,16.4,20.4,19.4,16.4,15.8,80.0,78.0,78.0,110.0,8.3,5.3
2020/12/17,1100 UTC,0.0,882.9,882.9,882.7,23.1,17.7,23.1,20.4,17.8,16.3,78.0,72.0,72.0,110.0,7.5,4.0
2020/12/17,1200 UTC,0.0,883.2,883.2,882.9,24.3,17.8,24.4,23.1,18.1,17.5,72.0,66.0,67.0,98.0,6.0,2.6
2020/12/17,1300 UTC,0.0,883.0,883.3,883.0,26.8,18.7,26.9,24.2,19.2,17.7,68.0,61.0,61.0,114.0,5.2,2.8
2020/12/17,1400 UTC,0.0,882.9,883.1,882.9,27.5,19.2,28.4,26.5,19.7,18.2,64.0,55.0,60.0,116.0,6.7,2.7
2020/12/17,1500 UTC,0.0,882.5,883.0,882.5,28.1,17.9,28.6,27.5,19.4,17.9,61.0,54.0,54.0,61.0,7.3,2.7
2020/12/17,1600 UTC,0.0,881.6,882.5,881.6,28.7,18.5,29.3,28.1,18.8,17.5,57.0,50.0,54.0,77.0,7.3,1.9
2020/12/17,1700 UTC,0.0,880.9,881.7,880.9,26.8,17.6,28.7,26.8,18.6,17.4,59.0,53.0,57.0,43.0,6.4,2.9
2020/12/17,1800 UTC,0.0,880.3,880.9,880.3,29.0,18.9,29.2,26.8,19.3,17.7,59.0,53.0,55.0,5.0,6.7,3.2
2020/12/17,1900 UTC,0.0,879.4,880.3,879.4,27.4,18.6,29.0,26.6,19.1,17.7,61.0,53.0,59.0,29.0,6.7,1.7
2020/12/17,2000 UTC,0.0,879.9,879.9,879.2,25.6,18.9,27.6,25.6,19.0,18.0,66.0,57.0,66.0,98.0,6.9,3.5
2020/12/17,2100 UTC,0.0,880.1,880.1,879.8,23.9,18.4,25.6,23.9,18.9,18.3,71.0,66.0,71.0,104.0,9.5,6.4
2020/12/17,2200 UTC,0.0,881.2,881.3,880.1,21.5,16.0,23.9,21.5,19.0,16.0,79.0,70.0,71.0,135.0,19.6,12.4
2020/12/17,2300 UTC,0.2,882.6,883.0,881.2,18.9,17.2,21.5,18.9,17.3,16.0,90.0,71.0,90.0,158.0,17.6,7.1
2020/12/18,0000 UTC,2.8,883.4,883.4,882.3,18.5,17.3,19.0,18.5,17.4,17.1,93.0,90.0,93.0,149.0,12.0,5.4
2020/12/18,0100 UTC,3.6,883.1,883.5,883.0,18.6,17.4,18.8,18.5,17.5,17.2,93.0,92.0,93.0,143.0,7.9,3.1
2020/12/18,0200 UTC,1.4,882.6,883.1,882.6,18.4,17.1,18.8,18.4,17.4,16.8,93.0,88.0,92.0,117.0,4.3,2.5
2020/12/18,0300 UTC,0.2,881.6,882.6,881.6,18.2,16.6,18.4,18.1,17.1,16.6,93.0,91.0,91.0,127.0,5.3,3.8
2020/12/18,0400 UTC,0.0,880.4,881.6,880.4,18.9,15.5,18.9,18.1,16.8,15.4,91.0,80.0,81.0,145.0,5.1,2.0
2020/12/18,0500 UTC,0.0,880.0,880.4,880.0,19.6,15.6,19.8,18.9,15.7,14.1,81.0,70.0,78.0,286.0,3.2,1.3
2020/12/18,0600 UTC,0.0,880.0,880.1,879.9,19.1,15.2,19.6,19.0,16.0,14.1,82.0,71.0,78.0,125.0,3.2,2.3
2020/12/18,0700 UTC,0.0,880.0,880.0,879.8,18.9,14.6,19.2,18.8,15.3,14.6,80.0,75.0,76.0,107.0,3.8,2.3
2020/12/18,0800 UTC,0.0,880.3,880.3,879.9,19.1,15.2,19.1,18.7,15.2,14.5,80.0,75.0,78.0,113.0,3.1,1.4
2020/12/18,0900 UTC,0.0,880.9,880.9,880.3,19.2,16.3,19.3,19.0,16.3,14.1,83.0,73.0,83.0,291.0,2.4,1.0
2020/12/18,1000 UTC,0.0,881.0,881.1,880.9,20.7,17.6,20.7,19.0,17.6,16.3,86.0,81.0,82.0,85.0,2.1,1.1
2020/12/18,1100 UTC,0.0,880.8,881.0,880.7,21.6,17.0,22.1,20.7,17.7,16.2,83.0,70.0,75.0,54.0,3.5,1.8
2020/12/18,1200 UTC,0.0,880.7,880.9,880.7,23.7,17.2,24.0,21.6,17.7,16.6,75.0,66.0,67.0,42.0,5.2,2.6
2020/12/18,1300 UTC,0.0,880.9,881.0,880.7,23.7,17.7,24.3,23.2,17.8,16.6,70.0,63.0,69.0,15.0,5.4,2.2
2020/12/18,1400 UTC,0.0,880.8,880.9,880.8,25.7,18.0,26.2,23.7,18.7,16.9,69.0,59.0,62.0,358.0,5.8,2.4
2020/12/18,1500 UTC,0.0,880.4,880.8,880.3,27.0,18.5,27.0,25.3,18.7,16.9,64.0,58.0,60.0,337.0,6.2,2.7
2020/12/18,1600 UTC,0.0,880.0,880.4,880.0,27.3,18.8,27.9,25.8,19.2,17.5,63.0,56.0,60.0,330.0,7.0,1.6
2020/12/18,1700 UTC,0.0,879.3,880.0,879.3,25.9,18.8,27.7,25.8,19.5,18.4,66.0,58.0,65.0,13.0,5.5,1.0
2020/12/18,1800 UTC,0.0,878.2,879.3,878.2,28.2,20.3,28.2,25.9,20.3,18.6,66.0,60.0,62.0,1.0,7.2,1.6
2020/12/18,1900 UTC,0.0,877.7,878.2,877.7,27.1,17.5,28.8,27.1,20.3,17.5,64.0,53.0,56.0,298.0,6.9,3.8
2020/12/18,2000 UTC,0.0,877.6,877.7,877.6,25.7,19.1,27.1,25.7,19.2,17.2,68.0,56.0,67.0,312.0,7.3,1.5
2020/12/18,2100 UTC,0.0,878.1,878.1,877.6,25.9,18.0,26.4,25.4,19.2,18.0,69.0,61.0,62.0,201.0,3.9,0.9
2020/12/18,2200 UTC,0.0,878.5,878.6,878.1,23.9,18.2,25.8,23.9,18.7,17.9,70.0,62.0,70.0,110.0,5.7,2.4
2020/12/18,2300 UTC,0.0,878.9,879.0,878.2,20.5,16.8,23.9,20.5,18.4,16.7,81.0,70.0,79.0,113.0,13.0,7.9
2020/12/19,0000 UTC,0.0,880.6,880.6,878.7,20.7,16.7,21.0,20.4,16.8,16.2,80.0,75.0,78.0,335.0,11.3,4.8
2020/12/19,0100 UTC,1.0,880.0,880.7,879.9,19.5,17.5,20.7,19.4,17.5,16.8,88.0,78.0,88.0,98.0,10.1,4.3
2020/12/19,0200 UTC,0.2,880.2,880.2,879.8,19.0,17.2,19.5,19.0,17.6,16.9,90.0,88.0,89.0,111.0,8.1,6.1
2020/12/19,0300 UTC,0.2,880.6,880.6,880.2,19.0,17.0,19.1,19.0,17.2,16.9,90.0,88.0,88.0,98.0,8.2,2.9
2020/12/19,0400 UTC,3.0,880.3,880.7,880.3,18.9,17.2,19.3,18.9,17.2,16.9,90.0,86.0,90.0,178.0,5.0,3.7
2020/12/19,0500 UTC,8.8,879.7,880.4,879.7,18.6,17.7,18.9,18.6,17.7,17.2,94.0,90.0,94.0,143.0,5.1,4.0
2020/12/19,0600 UTC,1.6,879.0,879.6,878.9,18.2,17.3,18.6,18.2,17.6,17.2,95.0,94.0,94.0,132.0,8.0,5.5
2020/12/19,0700 UTC,0.6,878.9,879.0,878.8,18.3,17.0,18.3,18.2,17.3,17.0,95.0,92.0,92.0,134.0,7.7,4.1
2020/12/19,0800 UTC,0.0,879.1,879.2,878.8,19.2,16.8,19.2,18.3,17.0,16.7,92.0,86.0,86.0,26.0,5.9,1.3
2020/12/19,0900 UTC,0.0,879.4,879.4,879.0,19.3,17.3,19.8,19.2,17.3,16.7,88.0,84.0,88.0,312.0,3.1,2.6
2020/12/19,1000 UTC,0.0,879.4,879.5,879.3,20.0,18.0,20.1,19.3,18.4,17.3,91.0,88.0,88.0,316.0,4.7,3.0
2020/12/19,1100 UTC,0.0,879.7,879.9,879.4,21.7,18.3,22.2,20.0,19.2,17.9,88.0,80.0,81.0,331.0,5.8,3.8
2020/12/19,1200 UTC,0.0,879.8,879.9,879.5,22.7,18.8,23.3,21.7,19.6,18.5,83.0,77.0,78.0,322.0,7.7,3.9
2020/12/19,1300 UTC,0.0,879.5,880.0,879.5,24.2,19.8,25.0,22.6,20.6,18.7,81.0,74.0,77.0,330.0,8.0,4.3
2020/12/19,1400 UTC,0.0,879.2,879.5,879.2,25.6,20.5,25.9,24.2,20.9,19.3,78.0,69.0,73.0,332.0,8.9,3.6
2020/12/19,1500 UTC,0.0,878.7,879.3,878.7,26.1,19.0,26.8,24.8,20.6,19.0,74.0,64.0,65.0,319.0,8.7,3.8
2020/12/19,1600 UTC,0.0,878.6,878.8,878.6,26.1,18.6,27.5,25.7,20.2,18.2,69.0,58.0,63.0,303.0,9.2,4.0
2020/12/19,1700 UTC,0.0,877.6,878.6,877.6,28.0,18.5,28.0,25.5,19.5,18.1,66.0,56.0,57.0,307.0,10.3,4.3
2020/01/04,1300 UTC,0.0,879.0,879.1,878.8,18.9,18.4,19.0,18.3,18.6,17.8,97.0,97.0,97.0,338.0,9.4,4.7
2020/12/24,0300 UTC,0.0,879.9,880.2,879.9,19.7,18.5,19.9,19.6,18.6,18.3,94.0,91.0,93.0,121.0,10.7,8.1
2020/12/24,0400 UTC,0.0,879.6,879.9,879.6,19.4,18.2,19.7,19.4,18.5,18.2,94.0,93.0,93.0,127.0,10.6,5.6
2020/12/24,0500 UTC,0.0,878.6,879.6,878.6,19.3,18.4,19.4,19.2,18.4,18.2,94.0,93.0,94.0,121.0,11.4,7.8
2020/12/24,0600 UTC,0.0,878.6,878.7,878.4,19.1,18.2,19.3,19.0,18.4,18.1,95.0,94.0,95.0,120.0,10.8,7.0
2020/12/24,0700 UTC,0.0,878.8,878.8,878.5,19.1,18.1,19.1,19.0,18.2,18.0,95.0,94.0,94.0,121.0,9.8,7.8
2020/12/24,0800 UTC,0.0,878.8,878.9,878.7,18.9,17.5,19.1,18.9,18.1,17.5,94.0,92.0,92.0,90.0,9.8,5.0
2020/12/24,0900 UTC,0.0,879.8,879.8,878.9,19.3,17.8,19.3,18.8,17.9,17.4,93.0,91.0,91.0,104.0,8.4,4.2
2020/12/24,1000 UTC,0.0,880.2,880.2,879.8,19.4,17.9,19.4,19.2,18.0,17.7,92.0,90.0,91.0,108.0,6.6,4.2
2020/12/24,1100 UTC,0.0,880.6,880.6,880.2,19.7,18.4,19.7,19.4,18.4,17.9,93.0,91.0,92.0,111.0,8.3,5.9
2020/12/24,1200 UTC,0.0,881.1,881.1,880.6,20.4,18.6,20.4,19.7,18.7,18.4,92.0,89.0,89.0,104.0,8.7,5.4
2020/12/24,1300 UTC,0.0,881.2,881.4,881.1,22.0,19.4,22.0,20.4,19.6,18.6,90.0,85.0,85.0,104.0,6.8,3.8
2020/12/24,1400 UTC,0.0,880.5,881.2,880.5,22.5,19.3,22.5,21.8,19.4,18.7,86.0,81.0,82.0,96.0,5.7,1.6
2020/12/24,1500 UTC,0.0,880.2,880.5,880.2,22.2,19.1,23.0,22.2,19.8,19.0,83.0,79.0,83.0,149.0,4.6,3.3
2020/12/24,1600 UTC,4.8,879.9,880.3,879.9,20.6,19.0,22.2,20.4,19.3,18.4,91.0,83.0,91.0,140.9415725208262,6.0,5.002955608809757
2020/12/24,1700 UTC,0.2,879.4,879.9,879.4,20.8,19.1,21.3,20.6,20.0,19.1,93.0,90.0,90.0,117.0,8.640807942485482,7.1
2020/12/24,1800 UTC,7.8,879.3,879.5,879.3,19.5,18.5,20.9,19.5,19.4,18.5,94.0,90.0,94.0,107.0,9.5,6.2
2020/12/24,1900 UTC,2.6,878.6,879.3,878.6,19.5,18.5,19.7,19.4,18.8,18.5,95.0,94.0,94.0,119.0,9.7,8.1
2020/12/24,2000 UTC,2.2,879.0,879.0,878.6,19.3,18.5,19.5,19.3,18.5,18.2,95.0,94.0,95.0,111.0,11.3,6.7
2020/12/24,2100 UTC,5.8,879.7,879.8,879.0,19.1,18.2,19.3,19.1,18.5,18.2,95.0,95.0,95.0,74.0,9.0,3.2
2020/12/24,2200 UTC,7.0,880.1,880.1,879.6,18.7,18.0,19.1,18.6,18.2,17.8,96.0,94.0,96.0,106.0,5.8,4.7
2020/12/24,2300 UTC,1.6,880.5,880.5,880.1,18.9,18.1,18.9,18.7,18.1,18.0,96.0,95.0,95.0,116.0,7.8,3.6
2020/12/25,0000 UTC,0.6,880.7,880.7,880.5,18.5,17.6,18.9,18.5,18.1,17.6,95.0,94.0,95.0,108.0,6.5,4.9
2020/12/25,0100 UTC,0.2,880.8,880.8,880.5,18.5,17.8,18.5,18.4,17.8,17.6,96.0,95.0,96.0,112.0,10.0,7.6
2020/12/25,0200 UTC,0.0,880.7,880.8,880.6,18.4,17.7,18.5,18.4,17.8,17.7,96.0,95.0,95.0,118.0,12.5,8.8
2020/12/25,0300 UTC,0.0,880.2,880.7,880.2,18.1,17.2,18.5,18.1,17.7,17.2,96.0,94.0,94.0,116.0,11.4,7.6
2020/12/25,0400 UTC,0.0,879.5,880.2,879.5,17.7,16.5,18.1,17.7,17.2,16.5,95.0,92.0,92.0,118.0,10.0,6.1
2020/12/25,0500 UTC,0.0,878.7,879.5,878.7,17.6,16.3,17.7,17.5,16.5,16.1,93.0,91.0,92.0,120.0,9.2,6.9
2020/12/25,0600 UTC,0.0,878.6,878.7,878.4,17.7,16.5,17.8,17.6,16.5,16.1,93.0,90.0,93.0,117.0,10.1,6.9
2020/12/25,0700 UTC,0.0,878.4,878.8,878.4,17.7,16.6,17.8,17.7,16.6,16.5,94.0,93.0,93.0,111.0,10.4,7.7
2020/12/25,0800 UTC,0.0,878.8,878.8,878.4,17.6,16.8,17.7,17.6,16.8,16.6,95.0,93.0,95.0,116.0,10.6,7.7
2020/12/25,0900 UTC,0.0,879.0,879.1,878.8,17.7,17.0,17.7,17.5,17.0,16.8,96.0,95.0,96.0,111.0,13.1,9.3
2020/12/25,1000 UTC,0.0,879.6,879.6,879.0,18.3,17.3,18.3,17.7,17.3,17.0,96.0,94.0,94.0,116.0,13.1,8.1
2020/12/25,1100 UTC,0.0,880.2,880.2,879.6,19.5,18.0,19.5,18.3,18.0,17.3,94.0,91.0,91.0,114.0,13.2,6.9
2020/12/25,1200 UTC,0.0,880.6,880.6,880.2,19.5,17.7,19.6,19.4,18.0,17.7,91.0,89.0,90.0,105.0,9.4,6.4
2020/12/25,1300 UTC,0.0,880.8,880.9,880.6,19.4,17.8,20.8,19.4,18.6,17.7,90.0,86.0,90.0,107.0,8.5,5.4
2020/12/25,1400 UTC,0.0,880.6,880.8,880.6,20.6,18.2,20.6,19.2,18.4,17.8,92.0,86.0,86.0,107.0,8.2,4.7
2020/12/25,1500 UTC,0.0,880.3,880.6,880.3,20.8,18.1,20.8,20.5,18.3,17.7,87.0,83.0,85.0,107.0,8.0,4.7
2020/12/25,1600 UTC,0.0,880.0,880.4,880.0,22.2,18.5,22.8,20.8,19.4,18.2,86.0,79.0,80.0,66.0,7.0,3.4
2020/12/25,1700 UTC,0.0,879.3,880.0,879.3,23.1,18.9,23.3,22.0,19.4,18.1,81.0,75.0,78.0,90.0,8.0,3.2
2020/12/25,1800 UTC,0.0,878.5,879.3,878.5,22.2,17.9,23.2,22.2,19.4,17.9,81.0,77.0,77.0,78.0,6.1,3.0
2020/12/25,1900 UTC,0.0,878.2,878.5,878.2,22.3,18.7,22.5,22.1,18.9,17.8,81.0,75.0,80.0,115.0,5.7,2.9
2020/12/25,2000 UTC,0.0,878.2,878.3,877.9,21.1,18.0,22.3,21.1,18.7,17.9,83.0,79.0,82.0,114.0,7.5,4.5
2020/12/25,2100 UTC,0.0,878.2,878.5,878.1,20.1,17.0,21.1,20.1,18.1,16.9,83.0,82.0,83.0,117.0,7.2,5.8
2020/12/25,2200 UTC,0.0,878.5,878.6,878.1,19.8,16.8,20.1,19.7,17.3,16.7,85.0,83.0,83.0,119.0,7.8,5.7
2020/12/25,2300 UTC,0.0,878.2,878.6,878.2,19.5,16.9,19.8,19.5,17.0,16.6,85.0,82.0,85.0,124.0,11.2,9.0
2020/12/26,0000 UTC,0.0,878.9,878.9,878.2,19.3,17.2,19.5,19.2,17.2,16.8,88.0,85.0,87.0,131.0,13.3,8.2
2020/12/26,0100 UTC,0.0,879.7,879.7,878.8,19.0,17.5,19.3,19.0,17.5,17.1,91.0,87.0,91.0,131.0,11.8,8.4
2020/12/26,0200 UTC,0.0,879.8,879.9,879.6,19.1,17.3,19.1,19.0,17.5,17.3,91.0,89.0,90.0,125.0,10.7,7.6
